	time	product	title	full_text	mark
318	22.07.2019 13:51	remote	"
Оценка качества обслуживания
"	Обслуживаюсь в Плавском отделении Тульского Россельхозбанка уже более 3-х лет. За это время не было ни одного сбоя в исполнении моих заявок. При этом всегда можно получить консультацию как ускорить решение вопроса в  случае существования такой возможности. Сотрудники отделения всегда доброжелательны и внимательны, за что им большая благодарность.Г-ин М.В.	"Оценка:

			5
		

							Не засчитана"
319	21.07.2019 13:58	remote	"
В интернет-банке и мобильном банке не видно открытого счета, проблему решать никто не хочет
"	18 июля открыла текущий счёт в отделении банка на ул. Радищевп, получила логин и пароль от интернет и мобильного банка. При входе информация об открытом счёте не отобразилась. При звонке на горячую линию мне сказали настроить видимость счета, а если не получится, то тогда нужно будет создать заявку техническому специалисту. В настройках также не было ни малейшей информации об открытом счёте.Я обратилась в отделение, где был открыт счёт. Специалист проверил мои слова и сказал, что в отделении такие проблемы не решают. Нужно звонить на горячую линию и создавать заявку техническому специалисту. При звонке на горячую линию мне в составлении заявки было отказано. Оператор сказал, что возможно информация появится позже, что заявку составить она не может, так как всего лишь является оператором колл-центра, и что в понедельник я могу обратиться в отделение банка. Более ничем она мне помочь не может. На письменное обращение в мобильном банке уже 3 дня ответа нет.  Крайне недовольна качеством обслуживания, счёт придётся закрыть и обратиться в банк, ценящий своих клиентов.	"Оценка:

			1
		


Проблема решена"
320	21.07.2019 11:08	remote	"
Клиентоориентированность? Не слышали!
"	"РСХБ- самый отсталый банк в любом вопросе. Однажды был неудачный опыт работы там, тем самым став заложником их продуктовой линейки. Наживаются на своих клиентах по максимуму, даже если ты их сотрудник (обязательное оформление самых дорогих страховок- ""коллективное страхование"", обязательное оформление юридических консультативных услуг, которые не оправдает себя даже на 0,5%, даже зарплатную карту обязали получать платную ""Мир""), горячая линия которая не может ничего разъяснить и отправляет жаловаться на действия региональных отделений в те же региональные отделения... Беспредел полный. Не было ни одного квартала, чтобы не возникло каких-то проблем в обслуживании.Сегодня, вот например, банк решил провести технические работы с утра и до 18 часов(о чем, совершенно не обязательно уведомлять клиентов заранее) и совершить перевод между своими счетами через приложение не возможно. И это надо было сделать именно тогда, когда не работает ни одно отделение и других способов списать денежные средства не существует. А походы в отделение, особенно, если это Короленко 2, вообще квест ещё тот. Там можно 1,5 часа в очереди провести, даже если перед Вами никого нет (год назад так ипотеку получал- пришли к назначенному времени, взяли талон и сидели ждали, кроме нас в банке никого, но у всех операционистов на табло номера светятся, а они чем то занимаются). Собственно достаточно отсталый банк, заточенный на закрытие маразматических планов, любыми способами, как правило обманными. Если есть возможность обойти их стороной, то бегите господа!"	"Оценка:

			1
		

							Не засчитана"
321	20.07.2019 16:20	remote	"
Ужасное обслуживание
"	Я 17 июля в Россельхозбанке взяла кредит и открыла пенсионную карту, чтобы было удобнее платить. Т.к.деньги мне были нужны не сразу, я уточнила, можно ли мне будет перевести их через интернет банк, т. к я уеду и придти в отделение не смогу. Сотрудники ответили, что проблем с этим никаких не возникнет. Для того, чтобы подключить интернет банк, я обратилась к сотрудникам отделения на ул. Ленинской, где и открыта карта, однако они сказали, что не знают как это делать. Что за некомпетентные сотрудники работают в отделении? Сидит куча человек и ни один не смог помочь. Интернет банк я в итоге подключила через другое отделение, но и тут все оказалось не так просто. В интернет банке отображается только кредит. А самого счета с деньгами на нем нет! Как же так? Куда делись мои деньги?? В офисе, конечно же, помочь мне не смогли. Сказали звоните на горячую линию, они помогут. Но и горячая линия ничего сделать не смогла, даже подтвердить, есть ли вообще у меня счёт с деньгами, сказали обращаться в оделение банка. В итоге кредит есть, а денег нет: счета нет, т. к. нахожусь далеко от отделений, снять или перевести их тоже не могу, а проценты за кредит плачу, хотя денег своих не вижу!! Сотрудников в отделении и на горячей линии считаю некомпетентными. Звонила с телефона дочери, т.к. на моем и был открыт интернет банк, так после звонка на горячую линию и ей и мне интернет банк заблокировали. Вопрос к сотрудникам банка: клиенты что должны обращаться на горячую линию только со своего телефона? Идентификация что проводится только по этому признаку? Для чего тогда нужны кодовые слова и паспортные данные? Прошу прокомментировать действия ваших сотрудников. Обслуживанием в вашем банке крайне недовольна. В итоге и я, и дочка остались без возможности воспользоваться мобильным приложением, без всяких на то обоснований.	"Оценка:

			1
		


Проблема решена"
322	19.07.2019 16:52	remote	"
Дебетовую карты
"	Являюсь клиентом банка с 2012 года,За этот период времени сотрудники  зарекомендовали себя с положительной стороны-всегда улыбчивые,приветливые,доброжелательные,всегда помогут и подскажут как выгоднее разместить деньги на вклад и отправить перевод.На прошлой неделе получил зарплатную карту.доставиди быстро,девочки подключили интернет банк и теперь я могу управлять счетами прямо с телефона!очень всё нравится!спасибо большое сотрудникам этого банка!	"Оценка:

			5
		

							Не засчитана"
323	19.07.2019 16:31	remote	"
Консультация по дебетовой карте и обслуживание дистанционное
"	Довольна визитом в отделение банка, в г Батайске. Проконсультировали подробно о дебетовой карте, которую можно привязать к вкладу и пользоваться через интернет дома. Проводить оплаты по коммунальным платежам, перевести деньги и следить за начислением процентов. Контролировать расходы и следить за комиссией. Рассказали о денежных переводах ближнее зарубежье через Юнистрим и вестерн Юнион. Сотрудники очень вежливы и позитивны. Меня выслушали и все рассказали на простом языке.	"Оценка:

			5
		

							Не засчитана"
324	19.07.2019 16:26	remote	"
О работе коллектива в целом
"	"В банке работают сотрудники-профессионалы своего дела. Наша компания обслуживается с 2010 года. За время работы никаких нареканий не было.Постоянно консультируют нас в неких вопросах,касающихся работы организации с банком.Также ни один раз были кредитованы в этом банке.В целом остались довольны.Хочется выразить благодарность коллективу доп.офиса ""Тарасовский"" за долгое сотрудничество."	"Оценка:

			5
		

							Не засчитана"
325	18.07.2019 18:10	remote	"
Отзыв
"	"Добрый день! Неоднократно обращалась в отделение Читинского РФ АО ""Россельзбанк""  расположенного по адресу: г. Чита, ул. Александро-Заводская д21, за проведением разного рода операций (оплата кредита стороннего бака, денежные переводы по системе вестерн юнион). Хочу сказать большое спасибо за добросовестное отношение сотрудников банка к своим должностным обязанностям, доброжелательное отношение к клиентам и профессионализм, который работники данного подразделения  показывают при каждом обращении клиента! Очень хороший банк, всегда советую его своим знакомым и близким!"	"Оценка:

			5
		

							Не засчитана"
326	18.07.2019 16:50	remote	"
Благодарность сотрудникам банка
"	Меня зовут Нина. Являюсь клиентом отделения банка в пгт. Промышленная Кемеровской области уже около десяти лет. Ранее имела неосторожность в социальной сети расплатиться онлайн с карты в результате чего позже с моей карты мошенниками были списаны деньги. Я сразу обратилась в офис, где сотрудник быстро решил мою проблему и деньги вернули на счет. Хочется выразить искреннюю благодарность сотрудникам за внимание, чуткое отношение и уважение к клиентам банка. А также за профессионализм и быстроту решения любого возникшего вопоса или проблемы. Желаю удачи во всем!	"Оценка:

			5
		

							Не засчитана"
327	18.07.2019 16:01	remote	"
Обслуживание в отделении банка
"	"17.07.2019 обратился в отделение РСХБ 3349/35/47 на ул.Стахановцев, которое было ближе всего. Мне необходимо было разобраться в проблеме,  которая возникала при работе у меня в Интернет банке. Я являюсь клиентом РСХБ более 8 лет.  При работе в интерент банке с компьютера и в приложении на мобильном телефоне у меня выскакивала ошибка. Все запросы на любые операции по переводам и открытию вкладов и счетов заканчивались отказом. Решить все мои вопросы помогли  сотрудники отделения - Ц. Екатерина В-на, Г-ова И.Ф. и особая благодарность Ш. Наталье Ю-не.Хочу так же отметить, что в отделении в очереди я не сидел, меня сразу пригласили по талончику, но народ был, хотя обычно морально готовишься к ожидании в очереди. Я неоднократно сталкивался с проблемами в интеренет приложениях в других банках (так как работаю и с другими банками), и обычно не смотря на то что приходишь в отделение банка тебе говорят, что необходимо оставить заявку в службу поддержки и вам там помогут, а потом служба поддержки отвечает что необходимо снова обратиться в банк и это занимает много времени. Первый раз за все это время я встретил такое доброжелательное и профессиональное отношение, желание помочь, разобраться и решить проблему, не смотря на то что можно просто сказать ""Напишите или позвоните в службу поддержки и Вам помогут"". Наталья -на, не смотря на большое количество другой работы и рабочих моментов, помогла разобраться и исправить причину всех сбоев и отказов, а так же профессионально ответила и решила  другие вопросы, ознакомила с важной и интересной информацией по переводам.   Сразу видно, что человек любит свою работу, ему нравится работать, не смотря на то что работа с людьми - очень тяжелая и выматывающая работа.В заключение хочется Выразить Огромную Благодарность этим сотрудникам, пожелать успехов в работе, карьерного роста. Буду рекомендовать именно ваше отделение друзьям и знакомым."	"Оценка:

			5
		

							Не засчитана"
328	17.07.2019 16:09	remote	"
Обратный звонок от банка!
"	На ГЛ ждать более 10-и минут! .С номера 8-495-***-**-25 Вчера - сегодня попытки дозвониться мне ! Но я >>>> то в дороге / метро /.....то занят своими делами .....и телефон не слышу ! А вот дозвониться на этот номер мне или на ГЛ банка = жесть  ждать более 10-и минут .....и не факт ! Оставил согдасие на обратный звонок с указание  удобного мне времени .... 12:30 ...и...???  Я ждал , но не дождался (((Спасибо ! Далее КЛИЕНТ заят!	Без оценки
329	16.07.2019 12:32	remote	"
Отличная работа
"	С Волосовским офисом Россельхозбанка сотрудничаю со дня его открытия, до этого приходилось ездить в Санкт-Петербург. В доп.офисе работают очень грамотные сотрудники, начиная с руководителя Л-вой Н.С., включая кредитных менеджеров и обслуживание физ.лиц и юр.лиц. Сотрудники всегда на месте, работают быстро, не создавая очереди, дают квалифицированные консультации (приходилось общаться и по ипотеке, и по депозитам, по облигациям и т.д.). Всегда вежливые, аккуратные, собранные. Нужно отметить, что ставки по вкладам в Россельхозбанке значительно выше, чем у Сбербанка, например. Все мои знакомые пенсионеры открыли пенсионные вклады в Россельхозбанке и получают пенсию там.	"Оценка:

			5
		

							Не засчитана"
330	14.07.2019 17:09	remote	"
Страхование
"	Давно планировала застраховаться от несчастного случая, но не устраивала цена за эту услугу. От знакомых узнала что в Россельхоз банке можно застраховаться по одному полису всей семье, к тому же цена меня абсолютно устроила, оформление заняло не более 5 минут, консультанты рассказали об услуге очень подробно и на понятном языке для простого обывателя, я осталась очень довольна вежливым и внимательным отношением персонала, а также теперь буду более спокойна за свою семью! Также спасибо большое за подключение личного кабинета, теперь смогу проводить операции не посещая банк!!!	"Оценка:

			5
		

							Не засчитана"
331	11.07.2019 15:55	remote	"
Злоумышленники пытались украсть со вкладов все денежные средства
"	Сегодня кто то пытался украсть со вкладов все мои денежные средства, о чем пришли смс на мой номер что, были проведены операции на сумму 1 990 000 рублей и 590 тыс рублей . те все денежные средства. когда я зашел в интернет банк в приложении у меня было написано что все вклады закрыты. Я стал звонить на телефон горячей линии указанной в смс . назвал все данные по телефону в том числе и кодовой слово, но я сомневаюсь что это была сотрудница банка потому что звонок после того как я все назвал и мне сказали что все счета закрыты скинули. тогда я подумал что все мои деньги украли злоумышленники . я пытался дозвониться по номерам телефона на карте и на официальном сайте, но дозвониться мне так и не удалось больше ! Тогда, я поехал в центральный офис. однако когда я взял талончики и  на заявление о том, что у меня пытаются украсть все деньги никак не отреагировала ей было все равно. приказным тоном сказала вставайте в общую очередь. потом стала откровенно хамить мне, отказывать в смене кодового слова, полагаю что именно кодовое слово и перехватили злоумышленники либо мой телефон прослушивался, либо сами сотрудники банка могли передать его третьим лицам, либо злоумышоенники эти данные похитили каким то иным образом мне не известным, но сотрудница долго не меняла мне слово кодовое и стала мне хамить  оскорблять унижать всячески демонстративно подтрунивая и посмеиваясь надо мой всячески показывала наплевательское отношение другая сотрудница видимо главная у них вызвала хамоватого охраннника который стал мне угрожать завести меня в какую то подсобку для того, чтобы со мной разобрались по мужски т.е. всячески пытались заткнуть мне рот, чтобы я не говорил правду т.е сотрудники банка поощряют мошенников и всячески им подыгрывают только такой вывод я могу сделать из этой ситуации. Вместо того, чтобы экстренно поменять кодовое слово и заблокировать карту они стали меня унижать вести себя как будто я безмолвный раб и должен делать все что они мне прикажут. Вели себя недостойно звания банка ! очень безобразно,  и по хамски . не помогли мне сразу в итоге Унижали, оскорбляли, вели себя по хамки, не давали сказать слово, пытались заткнуть мне рот замылить инцидент с тем что у меня злоумышленники хотели похитить все вклады. Причинили мне колоссальный моральный вред! Сами они объяснили техническим сбоем, о чем позднее направили  смс, но я в это не верю, так как скорее всего номер на который я звонил изначально был подменный и злоумышленники перехватили мои данные вместо сочувствия и помощи я увидел наплевательское хамское базарное и недостойное поведение сотрудников банка и их охраны по отношению ко мне, которая пытается любым способом закрыть рот клиенту которого только что  пытались ограбить мошенники И никакой управы на них нет !  Ноги моей больше не будет в этом ужасном банке! люди не советую вам пользоваться услугами данного банка, и советую закрыть у них все свои счета и вклады, так как в данном банке ваши деньги находятся далеко не в безопасности а дозвониться на горячую линию невозможно ! в отделении на гагаринском хамят и унижают, за человека не считают. Благодаря действиям сотрудников Гагаринского отделения я получил колоссальный нервный срыв и колоссальное эмоциональное потрясение мне теперь требуется длительная реабилитация чтобы прийти в себя ! До последнего я даже не знал украли у меня деньги или нет и все это время я находился в шоковом состояниии ! спасибо огромное гагаринский д 3 и особенно руководителю отделения !вы своего добились причинили мне колоссальное неравное потрясение и держали меня в неведении до последней минуты !	"Оценка:

			1"
332	11.07.2019 13:13	remote	"
Опять не работают внутренние переводы
"	"Уже третья ситуация, когда ДБО не позволяет распорядиться выплаченными процентами по вкладам. У меня несколько вкладов с ежемесячной выплатой процентов на текущий счет. Уже в третий раз ""нарываюсь"" на ситуацию, когда система ДБО отказывается переводить средства с текущего счета. Примечательно, что какую-то часть средств удается перевести, а какую-то нет. Сумма, ""зависшая"" на текущем счете и недоступная для операций, подозрительно совпадает с одной из сумм выплаченных процентов. Вероятно первопричина проблемы кроется в самой процедуре выплаты процентов, так как ситуация наблюдается уже неоднократно, и каждый раз проблему приходилось решать через обращение в поддержку ИБ по внутренней почте. В этот раз очередное обращение, зарегистрированное под номером SD4116129 3 июля, до сих пор остается без внимания и проблема не решена. Удручает, что банк не в силах системно решить проблему, а ""лотает"" заплатки в ДБО.Прошу Банк принять меры для системного устранения проблемы.А клиентам - ""мотайте на ус"", что по закону подлости, Банк может подвести в самый ответственный момент."	"Оценка:

			1"
333	10.07.2019 6:32	remote	"
Россельхозбанк исполняет мечты!!!
"	Единственный, пожалуй банк оставшийся под крылом РФ!!! И это сразу располагает. Обратилась в банк год назад за ипотекой, так началось наше знакомство. Сразу понравилось отношение к клиентам, все очень внимательны и дотошны к документам, быстрое и качественное обслуживание, рассмотрение тоже индивидуально, вопросы по существу! В итоге я являюсь собственником квартиры моей мечты. Далее мне оформили кредитную карту, очень удобную, пока не воспользовалась).  И вот снова к вам за кредитом на отпуск и опять все быстро, четко, я очень довольна!!! В кассе нет очереди, всегда сразу можно снять крупную сумму, минимум всяких навязанных программ и страховок.В общем я с вами!!!Отдельная безграничная благодарность сотрудникам, которые работали со мной не посредственно Ш-кой Татьяне Александровне и Н-вой Яне Георгиевне девочки вы супер, всегда на связи, знаете свое дело!!!	"Оценка:

			5
		

							Не засчитана"
334	09.07.2019 18:04	remote	"
Надувательство для пенсионеров
"	"После долгих раздумий и обсуждений с мамой, мы все-таки решили разрушить монополию Сбербанка, как главного банка для пенсионеров. Выбор пал, как Вы догадались, на РосСельХозБанк: привлекла внимание карта для пенсионеров с опцией по бесплатному снятию наличных в сторонних банкоматах, что крайне актуально, так как ""родной"" банкомат в 40 км, а банкоматы сбера есть везде. Дополнительно есть процент на остаток по карте, выше чем в Сбере, да и ставки по вкладам намного привлекательнее. Карта моментальная, что позволяет сделать всё за один визит в офис. Банк ""окологосударственный"", системно-значимый, в АСВ входит - опасений не вызывает. Карту получили, дополнительно открыли вклад для удобства размещения временно свободных средств и накоплений. На подключение программ лояльности и опций при открытии карты внимание не акцентировали, так как согласно тарифам все их можно подключить в ИБ и МБ. Дальше всё пошло не ""по-сценарию"": операционистка заявила, что вкладом можно пользоваться только офисе, в ИБ его не будет, мотивируя тем, что он специальный, для пенсионеров. Подключив ИБ в терминале и войдя в МБ, вклад мы всё-таки увидели, но не нашли как подключить опцию по бесплатному снятию наличных в чужих банкоматах. Обратились с этим вопросом к операционистке, на что наперво нам заявили, что такого нет, а когда я указал на оф.сайт и соответствующие пункты в заявление-анкете на выпуск карты, ""ушли"" консультироваться, но в результате заявили, что подключить они не могут с невнятной ""отмазой"" на технику. От подачи распоряжения о переводе пенсии в РСХБ мы решили по-временить - и правильно сделали. В первый день мы решили попробовать перевести часть средств в РСХБ - безуспешно: форма переводов с карты на карту была нештатной - не отображался счет зачисления, внутренние переводы между своими счетами вообще не работали, сразу выдавая ошибку. Но я это списал на то, что мама новый клиент и это первый счет и оказался прав: переводы с карты на карту заработали на следующий день, а внутренние переводы на следующей неделе. И вопреки заявлениям офиса, пенсионным вкладом прекрасно можно пользоваться в ИБ/МБ, даже в форме открытия вкладов доступны все пенсионные вклады. Но вот выбор опций у пенсионной карты так и не появился, что лишает продукт всякого смысла его использовать.Итог печален: офис дезинформирует, вводя в заблуждение по пенсионным вкладам, а пенсионная карта выдается без возможности воспользоваться преимуществами, заявленными в тарифах и рекламных баннерах на сайте. Полдня потратили на то, чтобы получить бесполезный кусок пластика, хорошо хоть пенсию не перевели. Россельхоз в очередной раз разочаровывает - таким сервисом Вам Сбер не потеснить. Продукт откровенно ""сырой"", а ""обкатывать"" его на самом незащищенном слое населения - верх цинизма."	"Оценка:

			1
		


Проблема решена"
335	09.07.2019 17:49	remote	"
Отличный сотрудник
"	Я, пенсионерка, являюсь клиентом дополнительного офиса Россельхозбанка в село Бураево много лет.  Уже с 2012 года обслуживаюсь у З-вой Ленары Ф. Брала пенсионные кредиты. Ленара аккуратная, легко, вежливо и доступно объясняет, при обращении к ней оперативно и грамотно решает любые вопросы. У нее в кабинете всегда чисто, в офисе все аккуратно.Ее выход из декрета я очень ждала, уверена- не я одна...Просьба отблагодарить сотрудника за качественную работу!Спасибо, Ленара!Так держать!Молодец!	"Оценка:

			5
		

							Не засчитана"
336	08.07.2019 10:04	remote	"
Программа ""Урожай"" не работает
"	"Призываю Россельхозбанк перестать вводить в заблуждение своих клиентов обещанием подарков по программе ""Урожай"". Несмотря на заявление банка данном портале,   по прошествии полутора месяцев с момента заказан статус так и не изменился, стоит ""Заказ подтверждён, готовится к отправке на распределительный склад"". У знакомых, также являющихся клиентами банка, ничего не изменилось спустя почти 3 месяца."	"Оценка:

			1
		


Проблема решена"
337	06.07.2019 16:39	remote	"
Интернет-банк россельхозбанка - это что-то невероятное!
"	"Такого интернет-банка просто нигде нет - пользуюсь 7-ю системами в других банках, сравнить есть с чем.Во-первых, в ИБ РСХБ в выходные и праздничные дни лучше не делать операций, их выполнение может ""подвиснуть"" до ближайшего рабочего дня. Есть печальный опыт - при закрытии вклада был статус ""Выполняется"" все выходные, закрылся в понедельник. Оплата услуг ЖКХ организации со счётом в том-же банке тоже висела с этим статусом, а потом было отказано в выполнении.А вчера и сегодня ИБ и мобильный банк в россельхозе просто на высоте - при попытке входа сообщает, что ""Учётная запись заблокирована. Обратитесь в ближайшее отделение банка"". В колл-центре, после 10-ти минутного ожидания сообщили, что оказывается ведутся технические работы до утра понедельника!Вопрос к банку - у вас нет возможности проинформировать об этом и написать эту инфу на странице входа?"	"Оценка:

			1
		

							Не засчитана"
338	05.07.2019 8:23	remote	"
Благодарю за многолетнее сотрудничество
"	Являюсь клиентом Росельхозбанка на протяжении многих лет. Хотелось бы от всей души поблагодарить весь коллектив банка во главе с Беляевой Г.В. за плодотворное и качественное сотрудничество, так же благодарю за отзывчивость .Спасибо огромное за хорошее отношение к клиентам!Желаю  Вам удачи, успехов и процветания !!!	"Оценка:

			5
		

							Не засчитана"
339	05.07.2019 0:37	remote	"
Комментарий работы Россельхозбанка г. Сызрани
"	Являюсь клиентом Россельхозбанка уже несколько лет. Пользуюсь услугами различных сфер деятельности. Впечатление весьма положительное. Культурный доброжелательный коллектив. Всегда подскажут и разъяснят если что-то неясно. Мнгновенный перевод и выдача денежных средств без очередей и тп. Пользовался услугами при покупке долевого жилья . Проблем не возникало. Задердек денежных средств небыло . Кассы работают быстро. По документам тоже особо ждать не приходилось. Структура банка построена должным образом.!	"Оценка:

			5
		

							Не засчитана"
340	01.07.2019 12:52	remote	"
Благодарность!
"	Я, Щ-н Алексей В., являюсь клиентом банка. Часто захожу в офис по адресу: г.Балашиха Пр-кт Ленина д.21 на обслуживание по различным вопросам, сотрудники банка вежливо и качественно обслуживают. Коллектив профессиональный, к делу подходит ответственно. Отличное Отделение АО «Россельхозбанк». Отдельно хочу выразить огромную благодарность Главному клиентскому менеджеру - В-ву С.С.! Хочется отметить высокий профессионализм Сергея и его чуткое отношение к клиентам банка. При решении любых вопросов он всегда старается найти индивидуальный подход к клиенту и оказать ему всестороннюю помощь. По больше бы таких сотрудников в банке. Спасибо таким квалифицированным и отзывчивым специалистам своего дела. Всего наилучшего! Спасибо.	"Оценка:

			5
		

							Не засчитана"
341	30.06.2019 12:26	remote	"
Не прошел платеж
"	Оплачивал абонентскую плату 26.06. Через банкомат. Деньги на телефон не пришли. Оператору деньги не дошли, следовательно заминка в банке. Звоню в банк, говорят от них деньги ушли. Решил подождать. Звоню 28.06 оказывается деньги не ушли и нужно тащится в отделение не понятно зачем!!! Выписки по счету банк может сформировать и без моего участия, посмотреть списание. Почему проблема в системе банка, а тащится в отделение, да причем не в удобное мне, а где выдавали карту должен я?? 30.06 а проблема не решена. Жду обратную связь без визита в отделение!!!	"Оценка:

			2
		

							Не засчитана"
